类别	原文	出处	不翻译原因
Credits-制作名单	Shaun Vakil, Sheetal Doshi, Shelly Wan, Shirley Wong,	本体/CREDIT/Key:6eb5668c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Matthew Lopez, Melody Sweets, Michael Berick, Michael Emory,	本体/CREDIT/Key:6ebcd59f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Rusty Rountree	本体/CREDIT/Key:6ec5e029	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Tamara Carrion	本体/CREDIT/Key:6ed67dea	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Reginald Woods	本体/CREDIT/Key:6ed6b98f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bas Rutten	本体/CREDIT/Key:6f17e0e3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bill Oldham	本体/CREDIT/Key:6f1a8e04	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Justin Reinsilber	本体/CREDIT/Key:6f1ce85e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Graeme Hutton	本体/CREDIT/Key:6f471bc6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nick Van Amburg	本体/CREDIT/Key:6f777ea7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Peter Saumur	本体/CREDIT/Key:6f833322	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Joseph Pileski	本体/CREDIT/Key:6f9fb473	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Hugues St. Pierre	本体/CREDIT/Key:6fc3f085	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ms. Allan	本体/CREDIT/Key:6fec7f71	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ron Bennington, Ron Foster, Ron Reeve, Rory Buckeridge,	本体/CREDIT/Key:70293f3f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Anthony Carvalho	本体/CREDIT/Key:70378cdd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jameel Vega	本体/CREDIT/Key:709329b6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	The Beat 102.7	本体/CREDIT/Key:70d00c9e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Anouchka Benson	本体/CREDIT/Key:711518c0	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Kevin Hobson	本体/CREDIT/Key:71211706	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Roy Haynes	本体/CREDIT/Key:71268cb9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Charles Loflin, Charlie Parker,	本体/CREDIT/Key:718524eb	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Beatrix Fontaine	本体/CREDIT/Key:71c87e74	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Kohei Kodama	本体/CREDIT/Key:71d43e4f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Simon Watson	本体/CREDIT/Key:71e1cbd3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ayden Saffari	本体/CREDIT/Key:71eb4cad	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Colin Hughes	本体/CREDIT/Key:7217b0bd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alex Hadjadj	本体/CREDIT/Key:725c1615	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Thomas Philips	本体/CREDIT/Key:729186a2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Dom Maguire	本体/CREDIT/Key:730ec332	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Scott Wells	本体/CREDIT/Key:73302b9b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Frank Bonsangue	本体/CREDIT/Key:7352996f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mike Arkin	本体/CREDIT/Key:73ef7725	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Amy Shearn, Andre Kelman, Andrea Stapleton, Andrea Kessler,	本体/CREDIT/Key:7456c522	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael MacMillan	本体/CREDIT/Key:7464e993	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bill Lobley	本体/CREDIT/Key:74b02f7b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Yahael Torres	本体/CREDIT/Key:74eb7a4d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ashley Alfaro, Ashley Maynihan, Audrey O'Doherty,	本体/CREDIT/Key:75656f5d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Struan Brydone	本体/CREDIT/Key:75dfd0fd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alan Duncan	本体/CREDIT/Key:75f24dc9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Elena Harvey Hurst, Faina Vitebsky, Frank Bonsangue,	本体/CREDIT/Key:7626b450	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gregory Johnson	本体/CREDIT/Key:767809f1	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Andrea Stapleton	本体/CREDIT/Key:76970e6d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	David Manley	本体/CREDIT/Key:76a89c3d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Robert Trickey	本体/CREDIT/Key:770efa8a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Curtiss Cook, Curt Karibalis, Daniel G. O'Brien,	本体/CREDIT/Key:77579d8e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ed McMann	本体/CREDIT/Key:775a19a8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Deryck Morales	本体/CREDIT/Key:7772489c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Shawn Shoemaker	本体/CREDIT/Key:77c2ea9d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Joe Lisi, Joerg Merz, Johary Ramos, Joey Pavone, John Cerasulo,	本体/CREDIT/Key:77d06fb3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Iron Way Films	本体/CREDIT/Key:77df426a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Oliver Hume	本体/CREDIT/Key:780382ae	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ben Greenall	本体/CREDIT/Key:782cab9c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Richard Fury	本体/CREDIT/Key:7842c437	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Stacy Rachels, Stanley Bryzelak, Stanton Serjeant,	本体/CREDIT/Key:7889d0fc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Christopher Tibbits	本体/CREDIT/Key:7894bdf3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Garry Mackenzie	本体/CREDIT/Key:789f3e9d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Katie Macduff	本体/CREDIT/Key:793bf141	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Richard Bastion Show	本体/CREDIT/Key:794c4f05	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Chris Welsh	本体/CREDIT/Key:7986f18e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael Baker	本体/CREDIT/Key:79b5c725	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Wayland Standing	本体/CREDIT/Key:79b5e73c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Wilhelm Lewis, Will Janowitz, Will Sierra, William Blagrove,	本体/CREDIT/Key:79c24fdd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	TJ Lawson, Tom "Honus" Wagner, Tom Mardirosian, Tom Vaught,	本体/CREDIT/Key:7a715d29	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Zoran Milosevic	本体/CREDIT/Key:7a7d6f60	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Busquelo Productions, LLC	本体/CREDIT/Key:7aa97d99	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Tze Lim	本体/CREDIT/Key:7aad4ff2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Stephanie Hepburn, Thomas Lyons, Thomas G. Waites,	本体/CREDIT/Key:7b04b62c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Darren Hasan-Ali	本体/CREDIT/Key:7b1ef881	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Andrzej Madajczyk	本体/CREDIT/Key:7b9559b7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bujan Rugova	本体/CREDIT/Key:7b9e5f2c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Sam Houser	本体/CREDIT/Key:7b9f1ce5	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Peter Adler	本体/CREDIT/Key:7bc4e2d9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Lindsey Bennett	本体/CREDIT/Key:7c105d4d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Adam Sietz	本体/CREDIT/Key:7c461d88	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ross Field	本体/CREDIT/Key:7c62dcf7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Eugene Reaper	本体/CREDIT/Key:7cb4684f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Helen Andriacchi	本体/CREDIT/Key:7ce5846a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jase Trindall	本体/CREDIT/Key:7d05e330	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mike Torok	本体/CREDIT/Key:7d166e1b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Oliver Kann	本体/CREDIT/Key:7d32c4ea	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Craig Kerr	本体/CREDIT/Key:7db4fb2b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Robert Vialva, Rocky Sebastian, Rod Edge, Rodrigo Lopresti,	本体/CREDIT/Key:7dfe3aaa	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Eddie Torres, Edward Riley III, Edward Spering, EJ Linehan,	本体/CREDIT/Key:7e5b7ec1	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Eli Weissman, Elissa Jacobs, Emily Murphy, Emmitt George,	本体/CREDIT/Key:7e6eda92	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jeff Mayer	本体/CREDIT/Key:7e70fe35	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Kai Doon Mark, Karen Shaw-Lorenzo, Karla Calderon,	本体/CREDIT/Key:7ef5b25c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Roey Hershkovitz, Roisi Proven, Roland Uruci, Tokar Roman,	本体/CREDIT/Key:7f03dcf4	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Adam Lupinacci	本体/CREDIT/Key:7f26e398	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Rachel Rheingold	本体/CREDIT/Key:7f318409	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Paul MacPherson	本体/CREDIT/Key:7f3cfa70	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Angus Hepburn, Berto Colon, Bruce McCarty,	本体/CREDIT/Key:7f46c06e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Daniel G. O'Brien	本体/CREDIT/Key:7f4c4abc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Juan Aceves	本体/CREDIT/Key:7f5110db	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Will Riggott	本体/CREDIT/Key:7fb7e555	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ernest Dancy, Ethan Abeles, Francesca Wilson,	本体/CREDIT/Key:801235c9	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	James Dima	本体/CREDIT/Key:801cac1e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michelle Orman, Mike Hong, Morgan Nelson, Moti Margolin,	本体/CREDIT/Key:805bf8dd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Adam Croston	本体/CREDIT/Key:808baea7	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Greg Lau	本体/CREDIT/Key:80b73724	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Moti Margolin	本体/CREDIT/Key:80f461fc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Christopher Plummer	本体/CREDIT/Key:814e2a51	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Doris Belack	本体/CREDIT/Key:8198b280	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Scott Wilson	本体/CREDIT/Key:81b6c896	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Andrea Stapleton	本体/CREDIT/Key:8209b0a5	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Andrew Bailey-Smith	本体/CREDIT/Key:825b1e96	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Richard Brennan, Richard Cole, Richard Feng Zhu, Rob Karol,	本体/CREDIT/Key:826ee3ca	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Allison Grant, Almeria Campbell, Amol Tripathi, Alvino Johnson,	本体/CREDIT/Key:82866181	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	John Pettie	本体/CREDIT/Key:82dbb1cf	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	John Hunter	本体/CREDIT/Key:8302510d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Adam Wolkoff	本体/CREDIT/Key:832cf2cd	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Allan Walker	本体/CREDIT/Key:8360f8e3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Dwayne Forge	本体/CREDIT/Key:83a9289a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Larry Kenney	本体/CREDIT/Key:83c7d28c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Martin Herring	本体/CREDIT/Key:83e8dd6d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ray Tran	本体/CREDIT/Key:842b6711	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Phil Hooker	本体/CREDIT/Key:8478c263	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Chris Babic	本体/CREDIT/Key:84ad191b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nathaniel Bryan	本体/CREDIT/Key:850a3295	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael Keane	本体/CREDIT/Key:851e38aa	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Joe Lomonaco	本体/CREDIT/Key:8528f367	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Pascale Armand	本体/CREDIT/Key:858886a6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	William Mills	本体/CREDIT/Key:859aeb84	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Aaron Garbut	本体/CREDIT/Key:8623e223	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alison Fraser	本体/CREDIT/Key:862bb157	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Manny Escuela	本体/CREDIT/Key:866b49a2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Brian Meech	本体/CREDIT/Key:866f0c42	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Anjelica Martignette	本体/CREDIT/Key:8679b0d8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Steven Mulholland	本体/CREDIT/Key:868050b3	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Isis Delgado	本体/CREDIT/Key:8681a54b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Marc Rodriguez	本体/CREDIT/Key:86b4e812	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Zachary Tyler	本体/CREDIT/Key:86df6395	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bruce Dawson	本体/CREDIT/Key:8742542a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Anthony Carvalho	本体/CREDIT/Key:8742b48f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Pete Shima	本体/CREDIT/Key:8760096e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Millie Tirelli, Milton James, Mister Fame, Mitch Greenberg,	本体/CREDIT/Key:87720b9a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Neil Stephen	本体/CREDIT/Key:8783cac6	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alexandra Williamson	本体/CREDIT/Key:87926805	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Barry Clark	本体/CREDIT/Key:88090afc	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Marlon Geshlider	本体/CREDIT/Key:8857d33f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Yevgeniy Dekhtyar, Yuriy Tros, Yvahn Martin, Zoya Krasnovsky	本体/CREDIT/Key:889ded94	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jimmy Gestapo	本体/CREDIT/Key:889fcd89	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Iain Berekis	本体/CREDIT/Key:8912c201	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gavin Manley	本体/CREDIT/Key:8938de71	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Dennis Predovic	本体/CREDIT/Key:895dca11	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Cameron Cogan	本体/CREDIT/Key:89c5211a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Leigh Donoghue	本体/CREDIT/Key:89d26cba	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Ross Mowbray	本体/CREDIT/Key:89f3aad2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Stelianie Tekmitchov, Stephanie Hepburn, Stephen Barber,	本体/CREDIT/Key:8a0c7401	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Keith Jamal Downing, Keith "Kaper" Patterson,	本体/CREDIT/Key:8aa39455	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Raymond Kerr	本体/CREDIT/Key:8afb2dde	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gavin Greaves	本体/CREDIT/Key:8b1d4560	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nick Giovannetti	本体/CREDIT/Key:8b542f94	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jason Martin	本体/CREDIT/Key:8bf195b2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mags Donaldson	本体/CREDIT/Key:8c449105	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Cope	本体/CREDIT/Key:8c4c1002	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Chris Sanchez, Chris Turner, Christine Chalmers,	本体/CREDIT/Key:8c7b9035	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Eric House	本体/CREDIT/Key:8c958352	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Augie Ciulla, Ava Ferenci, Aviva Yael, Ayana Osada, Ayden Saffari,	本体/CREDIT/Key:8cbe9e0f	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Karim Hemraj	本体/CREDIT/Key:8ce43e2b	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Harry Chase	本体/CREDIT/Key:8cfbc76e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Casper Martinez, Cassandra Nguyen, Catherine Zambri,	本体/CREDIT/Key:8d409e33	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Nathan Buchanan	本体/CREDIT/Key:8d60f108	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bryan Wall	本体/CREDIT/Key:8d854f78	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Fionn Wright	本体/CREDIT/Key:8d855796	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Alex Carter	本体/CREDIT/Key:8d8cbf85	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Seeborn, Sharon Angela, Simon Jutras, Sonia Cauchi,	本体/CREDIT/Key:8d92db48	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Craig Conner	本体/CREDIT/Key:8db046de	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Gordon Peterson	本体/CREDIT/Key:8db3c45c	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Karina Baldorf	本体/CREDIT/Key:8dcab35a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Michael Erickson	本体/CREDIT/Key:8de0f2a2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Vanessa Grullon	本体/CREDIT/Key:8dfc6d9a	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Bill Ratner	本体/CREDIT/Key:8e0c1684	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Stuart Gilmartin	本体/CREDIT/Key:8e2625f2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Rupert Humphries, Dan Houser	本体/CREDIT/Key:8e2c6330	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Mateo Gomez	本体/CREDIT/Key:8e5358df	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Matthew Smith	本体/CREDIT/Key:8ec58c58	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Rene Campanelli	本体/CREDIT/Key:8ee3d07d	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Matt Lunnon	本体/CREDIT/Key:8f22a39e	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Jeff Rosa	本体/CREDIT/Key:8f5f51c8	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
Credits-制作名单	Robert Bray	本体/CREDIT/Key:8f8969f2	制作名单为 Rockstar 真实员工/公司/音乐署名，按拍板口径保留英文
